id,location,fault_severity,severity_type,resource_type,event_count,unique_event_count,log_feature_count,unique_log_features,total_log_volume,mean_log_volume,max_log_volume,min_log_volume,date
16615,location 236,1,severity_type 2,resource_type 2,2,2,4,4,8,2.0,3,1,2025-11-16
11200,location 229,1,severity_type 1,resource_type 2,2,2,4,4,4,1.0,1,1,2025-03-03
4706,location 1052,0,severity_type 2,resource_type 8,1,1,2,2,30,15.0,19,11,2025-12-01
4623,location 1008,1,severity_type 2,resource_type 8,1,1,4,4,27,6.75,21,1,2025-03-06
10025,location 414,0,severity_type 4,resource_type 2,1,1,1,1,2,2.0,2,2,2025-11-07
7296,location 734,2,severity_type 1,resource_type 2,3,3,5,5,43,8.6,24,1,2025-05-23
1614,location 226,1,severity_type 2,resource_type 2,2,2,6,6,6,1.0,1,1,2025-12-19
5647,location 995,0,severity_type 2,resource_type 8,1,1,3,3,4,1.3333333333333333,2,1,2025-02-17
2021,location 1072,0,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-06-19
6651,location 834,0,severity_type 2,resource_type 8,1,1,2,2,11,5.5,6,5,2025-11-26
14219,location 489,0,severity_type 2,resource_type 2,2,2,6,6,20,3.333333333333333,4,2,2025-01-18
10852,location 373,0,severity_type 2,resource_type 2,2,2,2,2,122,61.0,61,61,2025-04-07
6727,location 995,1,severity_type 1,resource_type 8,2,2,7,7,447,63.85714285714285,205,2,2025-01-31
6282,location 445,0,severity_type 2,resource_type 2,2,2,2,2,20,10.0,13,7,2025-04-28
5727,location 119,0,severity_type 2,resource_type 2,2,2,2,2,50,25.0,25,25,2025-05-23
16114,location 325,1,severity_type 1,resource_type 8,3,3,5,5,7,1.4,3,1,2025-08-14
1216,location 7,0,severity_type 1,resource_type 8,1,1,4,4,42,10.5,20,2,2025-04-05
1993,location 963,0,severity_type 1,resource_type 8,1,1,2,2,10,5.0,8,2,2025-02-27
1776,location 798,1,severity_type 2,resource_type 8,1,1,2,2,24,12.0,22,2,2025-03-04
12052,location 817,0,severity_type 1,resource_type 2,1,1,1,1,1,1.0,1,1,2025-12-09
17750,location 805,0,severity_type 2,resource_type 8,1,1,2,2,8,4.0,4,4,2025-12-14
9115,location 91,0,severity_type 2,resource_type 2,2,2,2,2,472,236.0,283,189,2025-03-22
1006,location 603,0,severity_type 1,resource_type 8,1,1,1,1,2,2.0,2,2,2025-03-13
2214,location 1008,1,severity_type 2,resource_type 8,1,1,3,3,13,4.333333333333333,10,1,2025-01-20
17971,location 38,0,severity_type 5,resource_type 9,2,2,2,2,2,1.0,1,1,2025-12-17
12235,location 962,1,severity_type 2,resource_type 8,1,1,2,2,10,5.0,8,2,2025-09-15
9562,location 487,0,severity_type 4,resource_type 2,1,1,1,1,1,1.0,1,1,2025-10-05
14486,location 480,0,severity_type 1,resource_type 2,2,2,3,3,3,1.0,1,1,2025-04-17
3860,location 1116,0,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-08-22
6303,location 477,0,severity_type 2,resource_type 2,2,2,8,8,109,13.625,44,1,2025-01-22
13434,location 465,0,severity_type 2,resource_type 2,2,2,2,2,20,10.0,12,8,2025-09-04
7229,location 292,0,severity_type 2,resource_type 2,2,2,4,4,9,2.25,3,2,2025-07-31
6661,location 32,0,severity_type 1,resource_type 3,3,3,9,9,50,5.555555555555555,10,1,2025-05-01
12412,location 244,0,severity_type 2,resource_type 2,2,2,2,2,61,30.5,32,29,2025-09-17
1904,location 892,0,severity_type 2,resource_type 2,1,1,2,2,214,107.0,211,3,2025-08-24
14066,location 488,0,severity_type 2,resource_type 2,2,2,8,8,41,5.125,12,1,2025-06-10
886,location 1018,0,severity_type 1,resource_type 8,2,2,2,2,6,3.0,4,2,2025-03-10
769,location 893,0,severity_type 1,resource_type 2,3,3,6,6,64,10.666666666666666,13,3,2025-01-09
1553,location 1010,0,severity_type 1,resource_type 8,1,1,3,3,27,9.0,13,6,2025-12-09
8228,location 756,1,severity_type 4,resource_type 2,1,1,2,2,2,1.0,1,1,2025-04-13
15713,location 477,0,severity_type 2,resource_type 2,2,2,7,7,202,28.857142857142858,79,1,2025-04-21
432,location 255,0,severity_type 2,resource_type 2,2,2,2,2,13,6.5,7,6,2025-09-06
14084,location 501,0,severity_type 2,resource_type 2,2,2,3,3,4,1.3333333333333333,2,1,2025-04-04
6781,location 57,1,severity_type 1,resource_type 8,2,2,2,2,2,1.0,1,1,2025-05-18
3723,location 994,0,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-09-17
12389,location 1015,0,severity_type 1,resource_type 8,1,1,1,1,1,1.0,1,1,2025-08-06
8892,location 97,1,severity_type 2,resource_type 2,2,2,3,3,6,2.0,3,1,2025-08-28
16074,location 653,2,severity_type 1,resource_type 8,2,2,4,4,128,32.0,50,12,2025-01-02
10444,location 230,0,severity_type 2,resource_type 2,3,3,5,5,5,1.0,1,1,2025-06-14
107,location 118,1,severity_type 2,resource_type 2,2,2,2,2,19,9.5,10,9,2025-06-23
12252,location 242,0,severity_type 2,resource_type 2,2,2,6,6,268,44.66666666666666,66,33,2025-08-19
10767,location 97,0,severity_type 4,resource_type 2,1,1,1,1,1,1.0,1,1,2025-02-25
5977,location 1017,1,severity_type 1,resource_type 8,1,1,2,2,4,2.0,2,2,2025-02-28
10850,location 825,1,severity_type 1,resource_type 2,2,2,4,4,4,1.0,1,1,2025-10-06
12053,location 881,1,severity_type 1,resource_type 8,2,2,2,2,2,1.0,1,1,2025-09-03
15677,location 229,0,severity_type 1,resource_type 2,3,3,9,9,16,1.7777777777777777,3,1,2025-10-24
2096,location 135,0,severity_type 2,resource_type 2,2,2,2,2,30,15.0,15,15,2025-04-09
2656,location 102,0,severity_type 2,resource_type 2,2,2,4,4,4,1.0,1,1,2025-12-31
4439,location 475,0,severity_type 2,resource_type 2,2,2,4,4,11,2.75,5,1,2025-04-10
12868,location 151,0,severity_type 4,resource_type 2,1,1,1,1,1,1.0,1,1,2025-08-26
10438,location 208,1,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-03-01
15725,location 118,0,severity_type 2,resource_type 2,2,2,4,4,4,1.0,1,1,2025-12-02
11192,location 885,1,severity_type 1,resource_type 8,1,1,2,2,5,2.5,4,1,2025-05-02
3682,location 714,1,severity_type 1,resource_type 6,2,2,5,5,15,3.0,5,1,2025-10-20
13795,location 834,0,severity_type 2,resource_type 8,1,1,2,2,32,16.0,22,10,2025-05-01
14106,location 852,0,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-10-16
16809,location 1008,1,severity_type 2,resource_type 8,1,1,2,2,15,7.5,12,3,2025-06-15
9725,location 244,0,severity_type 2,resource_type 2,2,2,2,2,22,11.0,12,10,2025-01-23
9977,location 480,0,severity_type 2,resource_type 2,2,2,4,4,124,31.0,33,29,2025-03-11
12174,location 133,0,severity_type 2,resource_type 2,2,2,4,4,6,1.5,2,1,2025-09-07
10713,location 742,0,severity_type 2,resource_type 2,2,2,2,2,5,2.5,3,2,2025-03-12
2759,location 1094,0,severity_type 2,resource_type 8,1,1,2,2,2,1.0,1,1,2025-04-11
12719,location 169,0,severity_type 1,resource_type 2,3,3,6,6,8,1.3333333333333333,2,1,2025-07-17
10130,location 492,0,severity_type 2,resource_type 2,2,2,2,2,2,1.0,1,1,2025-04-03
16746,location 498,0,severity_type 2,resource_type 2,2,2,4,4,4,1.0,1,1,2025-02-17
13234,location 153,0,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-08-16
6893,location 206,0,severity_type 4,resource_type 2,1,1,1,1,1,1.0,1,1,2025-09-09
12700,location 825,1,severity_type 2,resource_type 8,1,1,2,2,2,1.0,1,1,2025-09-25
10537,location 664,0,severity_type 1,resource_type 8,1,1,2,2,32,16.0,16,16,2025-12-11
10796,location 705,2,severity_type 1,resource_type 8,2,2,2,2,4,2.0,3,1,2025-02-15
6498,location 155,0,severity_type 2,resource_type 2,2,2,2,2,4,2.0,3,1,2025-06-05
8359,location 1017,0,severity_type 1,resource_type 8,1,1,3,3,4,1.3333333333333333,2,1,2025-03-27
5524,location 897,2,severity_type 1,resource_type 2,4,4,7,7,18,2.571428571428572,7,1,2025-11-25
13842,location 536,1,severity_type 1,resource_type 8,2,2,2,2,2,1.0,1,1,2025-07-17
17698,location 466,0,severity_type 2,resource_type 2,2,2,2,2,8,4.0,4,4,2025-02-05
1965,location 664,0,severity_type 1,resource_type 8,1,1,2,2,14,7.0,8,6,2025-09-10
13388,location 721,1,severity_type 1,resource_type 8,1,1,3,3,5,1.6666666666666667,2,1,2025-01-16
13233,location 477,0,severity_type 2,resource_type 2,2,2,2,2,15,7.5,11,4,2025-04-11
6243,location 846,0,severity_type 2,resource_type 8,1,1,1,1,18,18.0,18,18,2025-09-21
16754,location 845,0,severity_type 2,resource_type 8,1,1,1,1,20,20.0,20,20,2025-07-04
16224,location 13,0,severity_type 1,resource_type 2,4,4,11,11,377,34.27272727272727,157,1,2025-10-05
1266,location 246,1,severity_type 2,resource_type 2,2,2,2,2,5,2.5,3,2,2025-07-28
1914,location 135,0,severity_type 2,resource_type 2,2,2,4,4,14,3.5,6,1,2025-11-04
14062,location 518,0,severity_type 2,resource_type 2,2,2,4,4,21,5.25,9,3,2025-07-25
1877,location 837,0,severity_type 1,resource_type 6,2,2,6,6,43,7.166666666666667,12,3,2025-01-21
7502,location 1107,1,severity_type 1,resource_type 8,2,2,4,4,93,23.25,64,4,2025-01-27
17773,location 845,2,severity_type 2,resource_type 8,1,1,2,2,18,9.0,11,7,2025-10-11
561,location 641,0,severity_type 1,resource_type 2,2,2,6,6,529,88.16666666666667,190,13,2025-01-15
4651,location 1026,0,severity_type 2,resource_type 8,1,1,1,1,1,1.0,1,1,2025-05-18
12799,location 533,0,severity_type 1,resource_type 8,1,1,1,1,1,1.0,1,1,2025-01-06
9901,location 707,0,severity_type 1,resource_type 8,2,2,1,1,2,2.0,2,2,2025-04-21
11191,location 126,0,severity_type 2,resource_type 2,2,2,8,8,99,12.375,37,4,2025-08-06
10690,location 126,0,severity_type 2,resource_type 2,2,2,7,7,29,4.142857142857143,7,1,2025-03-05
5243,location 984,0,severity_type 2,resource_type 8,1,1,2,2,3,1.5,2,1,2025-06-20
18170,location 734,2,severity_type 1,resource_type 8,2,2,5,5,71,14.2,35,2,2025-12-30
1544,location 865,1,severity_type 1,resource_type 2,1,1,2,2,6,3.0,3,3,2025-01-26
14761,location 149,0,severity_type 2,resource_type 2,2,2,4,4,4,1.0,1,1,2025-01-24
6021,location 692,1,severity_type 1,resource_type 8,1,1,4,4,6,1.5,2,1,2025-04-10
12710,location 1086,2,severity_type 1,resource_type 8,2,2,3,3,90,30.0,56,4,2025-10-29
544,location 974,1,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-05-29
17015,location 292,0,severity_type 4,resource_type 2,1,1,1,1,1,1.0,1,1,2025-08-22
7019,location 736,0,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-01-13
2608,location 1095,0,severity_type 1,resource_type 7,2,2,2,2,2,1.0,1,1,2025-09-26
8623,location 944,0,severity_type 1,resource_type 8,1,1,2,2,14,7.0,12,2,2025-01-25
2848,location 465,0,severity_type 2,resource_type 2,2,2,2,2,36,18.0,19,17,2025-09-17
17596,location 506,0,severity_type 2,resource_type 2,2,2,6,6,61,10.166666666666666,26,2,2025-02-23
7104,location 369,0,severity_type 2,resource_type 2,2,2,12,12,121,10.083333333333334,18,1,2025-11-10
5624,location 13,2,severity_type 1,resource_type 8,2,2,4,4,14,3.5,4,2,2025-04-19
9976,location 826,1,severity_type 1,resource_type 4,3,3,6,6,44,7.333333333333333,14,1,2025-03-09
14493,location 925,0,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-05-03
5410,location 948,0,severity_type 2,resource_type 8,1,1,1,1,1,1.0,1,1,2025-01-01
11752,location 505,0,severity_type 2,resource_type 2,2,2,3,3,120,40.0,64,2,2025-03-02
8505,location 829,0,severity_type 1,resource_type 8,1,1,3,3,4,1.3333333333333333,2,1,2025-08-07
13526,location 909,1,severity_type 1,resource_type 6,2,2,4,4,4,1.0,1,1,2025-04-20
14471,location 463,0,severity_type 2,resource_type 2,2,2,2,2,7,3.5,4,3,2025-05-10
1424,location 414,0,severity_type 2,resource_type 2,2,2,3,3,6,2.0,3,1,2025-10-22
17871,location 521,0,severity_type 2,resource_type 2,2,2,2,2,16,8.0,8,8,2025-02-15
9254,location 476,0,severity_type 2,resource_type 2,2,2,9,9,102,11.333333333333334,36,2,2025-05-25
14866,location 126,0,severity_type 2,resource_type 2,2,2,8,8,38,4.75,8,2,2025-03-09
13568,location 805,0,severity_type 2,resource_type 8,1,1,2,2,9,4.5,5,4,2025-06-26
15264,location 881,1,severity_type 1,resource_type 6,2,2,4,4,5,1.25,2,1,2025-05-02
2965,location 344,1,severity_type 1,resource_type 2,1,1,1,1,1,1.0,1,1,2025-01-17
15316,location 613,0,severity_type 2,resource_type 8,1,1,3,3,12,4.0,8,2,2025-01-26
17592,location 809,0,severity_type 2,resource_type 8,1,1,1,1,4,4.0,4,4,2025-11-08
2581,location 198,0,severity_type 1,resource_type 2,2,2,2,2,2,1.0,1,1,2025-01-21
12613,location 757,0,severity_type 1,resource_type 2,3,3,3,3,4,1.3333333333333333,2,1,2025-10-13
17327,location 258,1,severity_type 1,resource_type 2,2,2,3,3,3,1.0,1,1,2025-12-01
3989,location 380,0,severity_type 2,resource_type 2,2,2,2,2,15,7.5,9,6,2025-06-20
16082,location 73,0,severity_type 1,resource_type 3,3,3,8,8,22,2.75,6,1,2025-04-24
2164,location 691,1,severity_type 2,resource_type 7,2,2,3,3,4,1.3333333333333333,2,1,2025-10-11
918,location 271,0,severity_type 2,resource_type 2,2,2,2,2,2,1.0,1,1,2025-12-25
8242,location 962,2,severity_type 2,resource_type 8,1,1,2,2,10,5.0,6,4,2025-02-13
7953,location 976,0,severity_type 2,resource_type 8,1,1,1,1,15,15.0,15,15,2025-12-18
6208,location 1007,0,severity_type 1,resource_type 8,2,2,2,2,16,8.0,10,6,2025-12-11
2007,location 355,1,severity_type 2,resource_type 2,2,2,2,2,2,1.0,1,1,2025-02-22
15166,location 957,1,severity_type 1,resource_type 8,1,1,2,2,4,2.0,2,2,2025-01-20
2434,location 810,2,severity_type 2,resource_type 8,2,2,4,4,50,12.5,24,2,2025-09-18
8948,location 344,0,severity_type 2,resource_type 2,2,2,2,2,4,2.0,3,1,2025-01-29
10583,location 638,2,severity_type 1,resource_type 2,2,2,4,4,65,16.25,24,9,2025-08-08
4094,location 995,1,severity_type 2,resource_type 8,1,1,4,4,26,6.5,20,1,2025-01-24
7022,location 644,0,severity_type 1,resource_type 2,2,2,2,2,458,229.0,230,228,2025-09-10
1343,location 128,0,severity_type 2,resource_type 2,2,2,8,8,14,1.75,3,1,2025-03-26
5827,location 7,0,severity_type 1,resource_type 8,1,1,4,4,34,8.5,16,2,2025-02-05
3689,location 758,1,severity_type 1,resource_type 8,1,1,2,2,4,2.0,2,2,2025-01-25
18130,location 905,0,severity_type 1,resource_type 2,1,1,2,2,32,16.0,16,16,2025-03-10
8154,location 600,2,severity_type 2,resource_type 8,1,1,2,2,39,19.5,26,13,2025-07-17
10971,location 600,0,severity_type 2,resource_type 8,1,1,2,2,13,6.5,9,4,2025-01-28
15126,location 468,0,severity_type 4,resource_type 2,1,1,1,1,3,3.0,3,3,2025-10-20
17748,location 1063,0,severity_type 1,resource_type 8,1,1,2,2,7,3.5,4,3,2025-08-09
14468,location 155,0,severity_type 2,resource_type 2,2,2,2,2,48,24.0,28,20,2025-04-19
6899,location 754,0,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-12-27
7485,location 380,0,severity_type 2,resource_type 2,2,2,2,2,13,6.5,8,5,2025-08-29
11116,location 1056,1,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-09-03
6753,location 91,0,severity_type 2,resource_type 2,2,2,6,6,143,23.83333333333333,76,3,2025-03-05
3561,location 208,1,severity_type 2,resource_type 2,2,2,6,6,28,4.666666666666667,15,1,2025-09-17
16140,location 1097,0,severity_type 1,resource_type 8,1,1,2,2,6,3.0,3,3,2025-07-24
13149,location 1126,0,severity_type 1,resource_type 2,3,3,4,4,22,5.5,10,1,2025-12-26
12193,location 159,0,severity_type 2,resource_type 2,2,2,2,2,17,8.5,11,6,2025-06-24
7169,location 643,1,severity_type 1,resource_type 2,2,2,4,4,4,1.0,1,1,2025-09-05
5440,location 472,0,severity_type 2,resource_type 2,2,2,2,2,6,3.0,4,2,2025-05-05
8932,location 336,0,severity_type 4,resource_type 2,1,1,1,1,1,1.0,1,1,2025-01-15
618,location 495,0,severity_type 2,resource_type 2,2,2,14,14,440,31.428571428571427,109,1,2025-02-16
12137,location 763,1,severity_type 2,resource_type 8,1,1,2,2,11,5.5,8,3,2025-11-13
11082,location 798,2,severity_type 2,resource_type 8,1,1,2,2,10,5.0,6,4,2025-09-27
16101,location 9,0,severity_type 2,resource_type 8,1,1,1,1,1,1.0,1,1,2025-05-14
1265,location 519,0,severity_type 2,resource_type 2,2,2,2,2,2,1.0,1,1,2025-09-12
4216,location 1075,2,severity_type 2,resource_type 8,1,1,5,5,89,17.8,44,1,2025-01-02
387,location 957,0,severity_type 2,resource_type 8,2,2,2,2,2,1.0,1,1,2025-01-14
8155,location 500,0,severity_type 4,resource_type 2,1,1,1,1,1,1.0,1,1,2025-07-05
9407,location 653,1,severity_type 1,resource_type 8,2,2,2,2,83,41.5,82,1,2025-08-17
6071,location 292,1,severity_type 2,resource_type 2,2,2,4,4,4,1.0,1,1,2025-12-09
6217,location 476,0,severity_type 2,resource_type 2,2,2,4,4,66,16.5,31,5,2025-10-05
15887,location 493,0,severity_type 2,resource_type 2,2,2,2,2,6,3.0,3,3,2025-04-04
11402,location 457,0,severity_type 2,resource_type 2,2,2,9,9,104,11.555555555555555,45,1,2025-10-25
1538,location 1079,1,severity_type 4,resource_type 7,1,1,2,2,3,1.5,2,1,2025-06-29
14401,location 468,0,severity_type 2,resource_type 2,2,2,2,2,72,36.0,37,35,2025-10-29
12269,location 627,1,severity_type 1,resource_type 7,4,4,7,7,17,2.4285714285714284,4,1,2025-03-05
13610,location 276,0,severity_type 1,resource_type 2,2,2,3,3,3,1.0,1,1,2025-01-10
999,location 704,1,severity_type 2,resource_type 8,1,1,3,3,8,2.6666666666666665,4,2,2025-01-22
12293,location 147,0,severity_type 2,resource_type 2,2,2,5,5,5,1.0,1,1,2025-12-28
10944,location 704,2,severity_type 1,resource_type 8,2,2,4,4,40,10.0,22,1,2025-01-30
12695,location 839,0,severity_type 4,resource_type 8,1,1,1,1,14,14.0,14,14,2025-12-09
8210,location 767,1,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-09-23
17037,location 1100,2,severity_type 2,resource_type 8,1,1,6,6,63,10.5,46,1,2025-02-23
12363,location 1086,1,severity_type 2,resource_type 8,1,1,2,2,6,3.0,4,2,2025-11-12
9178,location 911,1,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-02-22
15798,location 584,0,severity_type 2,resource_type 8,1,1,1,1,2,2.0,2,2,2025-02-22
13056,location 837,0,severity_type 1,resource_type 6,3,3,7,7,16,2.2857142857142856,4,1,2025-07-30
9603,location 1042,1,severity_type 2,resource_type 8,1,1,2,2,14,7.0,12,2,2025-04-16
859,location 402,1,severity_type 1,resource_type 2,3,3,4,4,5,1.25,2,1,2025-04-17
13073,location 463,0,severity_type 2,resource_type 2,2,2,2,2,2,1.0,1,1,2025-03-13
2497,location 925,1,severity_type 1,resource_type 8,1,1,5,5,67,13.4,25,2,2025-08-10
12337,location 977,1,severity_type 5,resource_type 9,1,1,2,2,6,3.0,4,2,2025-01-10
12037,location 151,1,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-03-31
3753,location 471,0,severity_type 2,resource_type 2,2,2,6,6,55,9.166666666666666,15,6,2025-07-22
11028,location 546,1,severity_type 1,resource_type 8,3,3,3,3,3,1.0,1,1,2025-06-27
16530,location 1058,1,severity_type 1,resource_type 8,1,1,1,1,1,1.0,1,1,2025-09-13
1916,location 91,0,severity_type 2,resource_type 2,2,2,8,8,633,79.125,323,1,2025-03-20
1196,location 627,0,severity_type 4,resource_type 7,1,1,1,1,1,1.0,1,1,2025-08-25
5203,location 468,0,severity_type 2,resource_type 2,2,2,2,2,20,10.0,10,10,2025-10-05
14719,location 400,0,severity_type 1,resource_type 2,2,2,2,2,3,1.5,2,1,2025-05-22
4293,location 1107,1,severity_type 1,resource_type 8,2,2,4,4,53,13.25,37,1,2025-04-04
9497,location 242,0,severity_type 2,resource_type 2,2,2,6,6,266,44.333333333333336,52,39,2025-07-22
15342,location 459,0,severity_type 2,resource_type 2,2,2,8,8,11,1.375,3,1,2025-07-31
2639,location 17,1,severity_type 1,resource_type 8,1,1,6,6,12,2.0,4,1,2025-02-04
4549,location 921,1,severity_type 2,resource_type 8,1,1,2,2,15,7.5,12,3,2025-07-26
14303,location 830,1,severity_type 1,resource_type 8,1,1,2,2,3,1.5,2,1,2025-02-26
11187,location 619,1,severity_type 1,resource_type 8,1,1,2,2,20,10.0,12,8,2025-07-27
15605,location 356,0,severity_type 1,resource_type 2,2,2,2,2,2,1.0,1,1,2025-12-07
5908,location 1095,1,severity_type 1,resource_type 7,2,2,4,4,5,1.25,2,1,2025-07-16
6752,location 919,0,severity_type 2,resource_type 8,2,2,4,4,7,1.75,3,1,2025-10-05
16417,location 884,1,severity_type 1,resource_type 8,1,1,4,4,14,3.5,6,1,2025-04-24
14794,location 119,0,severity_type 2,resource_type 2,2,2,2,2,32,16.0,16,16,2025-12-03
4943,location 470,0,severity_type 2,resource_type 2,2,2,3,3,4,1.3333333333333333,2,1,2025-10-24
10481,location 638,2,severity_type 1,resource_type 2,2,2,4,4,58,14.5,19,10,2025-12-01
15167,location 244,0,severity_type 2,resource_type 2,2,2,2,2,51,25.5,26,25,2025-09-28
2707,location 793,0,severity_type 1,resource_type 8,1,1,2,2,197,98.5,114,83,2025-08-26
17291,location 481,0,severity_type 2,resource_type 2,2,2,4,4,108,27.0,30,24,2025-07-11
15754,location 225,0,severity_type 2,resource_type 2,2,2,4,4,4,1.0,1,1,2025-12-05
13801,location 102,0,severity_type 2,resource_type 2,2,2,8,8,19,2.375,4,1,2025-11-06
7245,location 803,0,severity_type 1,resource_type 8,1,1,2,2,10,5.0,5,5,2025-06-02
18493,location 700,0,severity_type 2,resource_type 8,1,1,2,2,2,1.0,1,1,2025-02-01
17673,location 718,0,severity_type 1,resource_type 2,2,2,3,3,3,1.0,1,1,2025-01-02
10958,location 1079,0,severity_type 1,resource_type 6,2,2,3,3,3,1.0,1,1,2025-03-27
6487,location 942,1,severity_type 1,resource_type 8,3,3,3,3,3,1.0,1,1,2025-01-23
7336,location 1104,1,severity_type 2,resource_type 8,1,1,2,2,2,1.0,1,1,2025-03-19
2920,location 763,1,severity_type 1,resource_type 8,2,2,4,4,10,2.5,6,1,2025-02-09
1861,location 627,1,severity_type 1,resource_type 8,2,2,2,2,6,3.0,4,2,2025-12-25
9970,location 844,1,severity_type 1,resource_type 8,1,1,5,5,12,2.4,5,1,2025-02-04
2490,location 167,1,severity_type 2,resource_type 2,1,1,2,2,2,1.0,1,1,2025-08-17
15770,location 946,0,severity_type 2,resource_type 8,1,1,2,2,13,6.5,8,5,2025-05-09
15918,location 283,0,severity_type 2,resource_type 2,2,2,2,2,8,4.0,4,4,2025-03-05
17005,location 60,1,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-09-13
4799,location 126,0,severity_type 2,resource_type 2,2,2,6,6,12,2.0,2,2,2025-12-21
2200,location 476,0,severity_type 2,resource_type 2,2,2,6,6,127,21.166666666666668,51,1,2025-10-16
16895,location 9,0,severity_type 1,resource_type 8,3,3,2,2,8,4.0,6,2,2025-12-22
3572,location 683,0,severity_type 1,resource_type 2,1,1,1,1,1,1.0,1,1,2025-08-04
8190,location 1107,2,severity_type 1,resource_type 8,2,2,4,4,78,19.5,40,4,2025-09-03
1670,location 793,0,severity_type 1,resource_type 8,1,1,2,2,37,18.5,19,18,2025-02-23
2613,location 126,0,severity_type 2,resource_type 2,2,2,8,8,62,7.75,16,1,2025-11-08
17145,location 400,0,severity_type 1,resource_type 2,3,3,4,4,4,1.0,1,1,2025-09-30
15370,location 1117,0,severity_type 1,resource_type 8,1,1,1,1,3,3.0,3,3,2025-04-03
5767,location 494,0,severity_type 2,resource_type 2,2,2,12,12,95,7.916666666666667,27,1,2025-05-10
3948,location 481,0,severity_type 2,resource_type 2,2,2,4,4,98,24.5,28,21,2025-08-11
8555,location 9,0,severity_type 2,resource_type 8,1,1,2,2,8,4.0,6,2,2025-01-05
14146,location 676,0,severity_type 1,resource_type 8,1,1,2,2,12,6.0,7,5,2025-10-26
14968,location 149,0,severity_type 2,resource_type 2,2,2,6,6,12,2.0,2,2,2025-04-13
8709,location 793,0,severity_type 1,resource_type 8,1,1,2,2,24,12.0,13,11,2025-01-28
12433,location 353,1,severity_type 2,resource_type 2,2,2,2,2,2,1.0,1,1,2025-05-01
2917,location 1103,2,severity_type 1,resource_type 8,6,6,6,6,13,2.1666666666666665,5,1,2025-11-02
5357,location 282,0,severity_type 2,resource_type 2,2,2,2,2,38,19.0,24,14,2025-04-11
14270,location 493,0,severity_type 2,resource_type 2,2,2,2,2,10,5.0,5,5,2025-07-16
9667,location 473,0,severity_type 2,resource_type 2,2,2,4,4,6,1.5,2,1,2025-10-24
16290,location 773,0,severity_type 1,resource_type 8,2,2,2,2,22,11.0,16,6,2025-01-13
8468,location 981,1,severity_type 1,resource_type 9,1,1,2,2,2,1.0,1,1,2025-10-05
14256,location 39,0,severity_type 1,resource_type 8,1,1,2,2,3,1.5,2,1,2025-04-16
9991,location 484,0,severity_type 2,resource_type 2,2,2,8,8,44,5.5,21,1,2025-09-11
10596,location 374,0,severity_type 2,resource_type 2,2,2,2,2,114,57.0,59,55,2025-03-10
17551,location 815,1,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-02-20
6773,location 177,1,severity_type 2,resource_type 2,1,1,2,2,2,1.0,1,1,2025-10-15
6722,location 465,0,severity_type 2,resource_type 2,2,2,2,2,58,29.0,33,25,2025-10-22
18100,location 793,0,severity_type 1,resource_type 8,1,1,2,2,90,45.0,67,23,2025-12-25
15092,location 814,0,severity_type 1,resource_type 8,1,1,2,2,15,7.5,10,5,2025-09-05
18046,location 475,0,severity_type 2,resource_type 2,2,2,3,3,4,1.3333333333333333,2,1,2025-06-20
4422,location 814,0,severity_type 1,resource_type 8,1,1,2,2,11,5.5,8,3,2025-03-13
91,location 984,1,severity_type 1,resource_type 8,2,2,4,4,5,1.25,2,1,2025-04-18
8565,location 466,0,severity_type 2,resource_type 2,2,2,6,6,52,8.666666666666666,32,1,2025-08-25
11466,location 825,1,severity_type 2,resource_type 1,2,2,1,1,2,2.0,2,2,2025-05-07
15366,location 380,0,severity_type 2,resource_type 2,2,2,2,2,8,4.0,6,2,2025-06-26
13914,location 619,0,severity_type 1,resource_type 8,1,1,4,4,1649,412.25,877,12,2025-03-03
14467,location 1031,0,severity_type 2,resource_type 8,1,1,1,1,1,1.0,1,1,2025-06-10
662,location 244,0,severity_type 2,resource_type 2,2,2,2,2,78,39.0,40,38,2025-03-28
6053,location 928,1,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-02-10
3460,location 242,0,severity_type 2,resource_type 2,2,2,2,2,31,15.5,17,14,2025-02-18
9378,location 1042,2,severity_type 1,resource_type 8,2,2,2,2,26,13.0,14,12,2025-07-09
